order_id,date,sku,title,category,color,qty,unit_price,revenue,cost,profit,margin,shipping_fee,shipping_cost,coupon_discount,ad_spend,ad_impressions,ad_clicks,channel,payment,installments_count,status,views,stock,state,city
MLB2026-002948,2026-07-25,CAP-IP16-MAG,Capa iPhone 16 Silicone com MagSafe,MagSafe,Azul,1,49.9,49.9,23.52,26.38,52.9,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,12,Concluída,65,76,PR,Cascavel
MLB2026-002949,2026-07-25,CAP-IP14-COU,Capa iPhone 14 Couro Sintético Premium,Couro,Marrom,1,44.9,44.9,18.49,22.95,51.1,0.0,0.0,0.0,3.46,679,10,Anúncios,Pix,,Concluída,38,37,CE,Juazeiro do Norte
MLB2026-002950,2026-07-25,CAP-IP13-SIL,Capa iPhone 13 Silicone Colorida,Silicone,Rosa,1,21.9,21.9,7.71,12.7,58.0,0.0,0.0,0.0,1.49,3166,50,Anúncios,Cartão de crédito,9,Concluída,68,134,GO,Goiânia
MLB2026-002951,2026-07-25,CAP-IP13-SIL,Capa iPhone 13 Silicone Colorida,Silicone,Rosa,1,21.9,21.9,9.56,9.7,44.3,0.0,0.0,2.64,0.0,0,0,Orgânico,Pix,,Concluída,68,133,RS,Porto Alegre
MLB2026-002952,2026-07-25,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,9.87,4.0,17.5,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de crédito,12,Concluída,16,9,SP,São Bernardo do Campo
MLB2026-002953,2026-07-25,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,10.05,3.82,16.7,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,16,8,SP,São Bernardo do Campo
MLB2026-002954,2026-07-25,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,1,26.9,26.9,10.33,13.51,50.2,0.0,0.0,0.0,3.06,417,3,Anúncios,Pix,,Pendente,160,29,RJ,Niterói
MLB2026-002955,2026-07-25,CAP-GA56-MAG,Capa Galaxy A56 com MagSafe,MagSafe,Roxo,1,47.9,47.9,19.71,26.71,55.8,0.0,0.0,1.48,0.0,0,0,Orgânico,Cartão de crédito,9,Concluída,45,27,SP,Campinas
MLB2026-002956,2026-07-25,CAP-GS25-COU,Capa Galaxy S25 Ultra Couro Premium,Couro,Marrom,1,69.9,69.9,24.75,45.15,64.6,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,9,110,SP,Osasco
MLB2026-002957,2026-07-25,CAP-GS25-COU,Capa Galaxy S25 Ultra Couro Premium,Couro,Marrom,1,69.9,69.9,24.78,42.01,60.1,0.0,0.0,0.0,3.11,1500,14,Anúncios,Cartão de crédito,9,Cancelada,9,109,GO,Aparecida de Goiânia
MLB2026-002958,2026-07-25,CAP-RN13-TPU,Capa Redmi Note 13 TPU Cristal,TPU,Transparente,1,14.9,14.9,7.25,-6.28,-42.1,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,52,150,CE,Juazeiro do Norte
MLB2026-002959,2026-07-25,CAP-IP15-PLU,Capa iPhone 15 Pelúcia Colorida,Pelúcia,Rosa,1,39.9,39.9,17.88,8.09,20.3,19.9,13.93,0.0,0.0,0,0,Orgânico,Cartão de crédito,6,Concluída,18,100,PE,Olinda
MLB2026-002960,2026-07-25,CAP-IP15-PLU,Capa iPhone 15 Pelúcia Colorida,Pelúcia,Rosa,1,39.9,39.9,17.7,13.17,33.0,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de crédito,12,Concluída,18,99,CE,Juazeiro do Norte
MLB2026-002961,2026-07-25,CAP-GS25-SIL,Capa Galaxy S25 Ultra Silicone MagSafe,MagSafe,Preto,1,54.9,54.9,20.44,34.46,62.8,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,16,0,SP,Osasco
MLB2026-002962,2026-07-25,CAP-R12-CRI,Capa realme 12 Cristal Transparente,Cristal,Transparente,1,24.9,24.9,9.49,15.41,61.9,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Cancelada,36,0,RS,Porto Alegre
MLB2026-002963,2026-07-25,CAP-IP16-PLU,Capa iPhone 16 Pelúcia Colorida,Pelúcia,Verde,1,41.9,41.9,16.93,11.04,26.3,19.9,13.93,0.0,0.0,0,0,Orgânico,Cartão de crédito,3,Concluída,20,32,PR,Cascavel
MLB2026-002964,2026-07-25,CAP-IP13-MAG,Capa iPhone 13 Silicone MagSafe,MagSafe,Branco,1,44.9,44.9,18.86,26.04,58.0,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Enviada,47,0,BA,Salvador
MLB2026-002965,2026-07-25,CAP-GA54-SIL,Capa Galaxy A54 Silicone Vermelho,Silicone,Vermelho,2,18.9,37.8,15.06,22.74,60.2,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,11,123,SP,Osasco
MLB2026-002966,2026-07-25,CAP-GA54-SIL,Capa Galaxy A54 Silicone Vermelho,Silicone,Vermelho,1,18.9,18.9,8.19,1.68,8.9,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,11,122,MG,Belo Horizonte
MLB2026-002967,2026-07-26,CAP-IP15-CRI,Capa iPhone 15 Acrílico Cristal Transparente,Cristal,Transparente,1,29.9,29.9,10.55,10.32,34.5,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,21,0,MG,Uberlândia
MLB2026-002968,2026-07-26,CAP-IP15-CRI,Capa iPhone 15 Acrílico Cristal Transparente,Cristal,Transparente,1,29.9,29.9,12.44,16.26,54.4,0.0,0.0,1.2,0.0,0,0,Orgânico,Boleto,,Concluída,21,0,MG,Juiz de Fora
MLB2026-002969,2026-07-26,CAP-IP16-MAG,Capa iPhone 16 Silicone com MagSafe,MagSafe,Azul,1,49.9,49.9,19.19,25.75,51.6,0.0,0.0,4.96,0.0,0,0,Orgânico,Pix,,Concluída,71,75,RJ,Niterói
MLB2026-002970,2026-07-26,CAP-IP14-COU,Capa iPhone 14 Couro Sintético Premium,Couro,Marrom,1,44.9,44.9,18.38,23.59,52.5,0.0,0.0,0.0,2.93,3097,81,Anúncios,Cartão de crédito,,Concluída,44,36,GO,Goiânia
MLB2026-002971,2026-07-26,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,8.34,0.63,2.8,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,89,7,SP,Osasco
MLB2026-002972,2026-07-26,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,1,26.9,26.9,10.9,16.0,59.5,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,51,28,MG,Contagem
MLB2026-002973,2026-07-26,CAP-GA56-MAG,Capa Galaxy A56 com MagSafe,MagSafe,Roxo,1,47.9,47.9,23.87,24.03,50.2,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,17,26,CE,Sobral
MLB2026-002974,2026-07-26,CAP-GA56-MAG,Capa Galaxy A56 com MagSafe,MagSafe,Roxo,1,47.9,47.9,22.9,25.0,52.2,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,17,25,MG,Juiz de Fora
MLB2026-002975,2026-07-26,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,8.93,-7.49,-39.6,19.9,13.93,0.0,3.53,1458,28,Anúncios,Cartão de crédito,9,Concluída,51,42,RJ,Duque de Caxias
MLB2026-002976,2026-07-26,CAP-R11-PLU,Capa realme 11 Pelúcia Fofinha,Pelúcia,Rosa,1,34.9,34.9,15.58,16.56,47.4,0.0,0.0,0.0,2.76,942,26,Anúncios,Pix,,Concluída,14,27,SP,Guarulhos
MLB2026-002977,2026-07-26,CAP-IP15-PLU,Capa iPhone 15 Pelúcia Colorida,Pelúcia,Rosa,1,39.9,39.9,17.63,17.86,44.8,0.0,0.0,4.41,0.0,0,0,Orgânico,Cartão de crédito,3,Concluída,17,98,SC,Blumenau
MLB2026-002978,2026-07-26,CAP-RN14-AGU,Capa Redmi Note 14 À Prova d'Água,À Prova d'Água,Azul,1,54.9,54.9,19.93,33.66,61.3,0.0,0.0,0.0,1.31,3270,86,Anúncios,Boleto,,Concluída,5,24,BA,Vitória da Conquista
MLB2026-002979,2026-07-26,CAP-IP16-CRI,Capa iPhone 16 Cristal Espelhada,Cristal,Prata,1,37.9,37.9,15.57,13.3,35.1,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,40,79,SP,Osasco
MLB2026-002980,2026-07-26,CAP-IP12-PLU,Capinha iPhone 12 Pelúcia,Pelúcia,Amarelo,1,33.9,33.9,15.92,7.97,23.5,12.9,9.03,0.0,0.98,1836,24,Anúncios,Pix,,Concluída,20,203,CE,Juazeiro do Norte
MLB2026-002981,2026-07-26,CAP-MG84-SUP,Capa Moto G84 com Suporte,Com Suporte,Preto,1,29.9,29.9,11.24,18.66,62.4,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,4,137,SP,Guarulhos
MLB2026-002982,2026-07-26,CAP-IP16-PLU,Capa iPhone 16 Pelúcia Colorida,Pelúcia,Verde,1,41.9,41.9,15.9,26.0,62.1,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,3,Concluída,18,31,BA,Vitória da Conquista
MLB2026-002983,2026-07-26,CAP-RN14-PLU,Capa Redmi Note 14 Pelúcia,Pelúcia,Rosa,1,32.9,32.9,13.69,3.88,11.8,19.9,13.93,0.0,1.4,1997,11,Anúncios,Pix,,Concluída,14,0,RS,Pelotas
MLB2026-002984,2026-07-26,CAP-IP15-AGU,Capa iPhone 15 À Prova d'Água,À Prova d'Água,Preto,1,57.9,57.9,20.75,37.15,64.2,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,32,70,PA,Ananindeua
MLB2026-002985,2026-07-26,CAP-GA54-SIL,Capa Galaxy A54 Silicone Vermelho,Silicone,Vermelho,1,18.9,18.9,7.29,-2.98,-15.8,19.9,13.93,0.66,0.0,0,0,Orgânico,Pix,,Enviada,45,121,RJ,Niterói
MLB2026-002986,2026-07-27,CAP-IP13-SIL,Capa iPhone 13 Silicone Colorida,Silicone,Rosa,1,21.9,21.9,10.89,7.96,36.3,0.0,0.0,0.0,3.05,1650,15,Anúncios,Pix,,Concluída,39,132,SP,Guarulhos
MLB2026-002987,2026-07-27,CAP-IP12-TPU,Capa iPhone 12 TPU Transparente,TPU,Transparente,1,16.9,16.9,7.03,-5.71,-33.8,19.9,13.93,1.65,0.0,0,0,Orgânico,Pix,,Concluída,76,0,PE,Caruaru
MLB2026-002988,2026-07-27,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,1,26.9,26.9,12.05,3.82,14.2,12.9,9.03,0.0,2.0,3031,85,Anúncios,Pix,,Concluída,109,27,SP,São Bernardo do Campo
MLB2026-002989,2026-07-27,CAP-GS24-SIL,Capa Galaxy S24 Silicone com Anel,Silicone,Azul,1,29.9,29.9,12.49,12.73,42.6,0.0,0.0,4.68,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,69,60,CE,Sobral
MLB2026-002990,2026-07-27,CAP-GS24-SIL,Capa Galaxy S24 Silicone com Anel,Silicone,Azul,1,29.9,29.9,12.42,1.65,5.5,19.9,13.93,0.0,1.9,1155,22,Anúncios,Pix,,Concluída,69,59,MG,Contagem
MLB2026-002991,2026-07-27,CAP-MG85-SIL,Capa Moto G85 Silicone Azul,Silicone,Azul,1,19.9,19.9,8.53,1.88,9.4,12.9,9.03,0.46,0.0,0,0,Orgânico,Pix,,Concluída,20,131,RJ,Duque de Caxias
MLB2026-002992,2026-07-27,CAP-MG85-SIL,Capa Moto G85 Silicone Azul,Silicone,Azul,1,19.9,19.9,7.37,3.5,17.6,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,20,130,SC,Joinville
MLB2026-002993,2026-07-27,CAP-IP15-PLU,Capa iPhone 15 Pelúcia Colorida,Pelúcia,Rosa,1,39.9,39.9,14.92,15.95,40.0,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,42,97,PE,Olinda
MLB2026-002994,2026-07-27,CAP-GA55-SUP,Capa Galaxy A55 com Suporte e Anel,Com Suporte,Preto,1,35.9,35.9,13.34,13.53,37.7,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de crédito,12,Concluída,11,12,BA,Vitória da Conquista
MLB2026-002995,2026-07-27,CAP-GS25-SIL,Capa Galaxy S25 Ultra Silicone MagSafe,MagSafe,Preto,1,54.9,54.9,21.36,33.54,61.1,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de débito,,Concluída,14,0,PR,Curitiba
MLB2026-002996,2026-07-27,CAP-GS25-SIL,Capa Galaxy S25 Ultra Silicone MagSafe,MagSafe,Preto,1,54.9,54.9,25.57,25.51,46.5,0.0,0.0,0.0,3.82,2018,10,Anúncios,Pix,,Concluída,14,0,SP,São Bernardo do Campo
MLB2026-002997,2026-07-27,CAP-IP12-PLU,Capinha iPhone 12 Pelúcia,Pelúcia,Amarelo,1,33.9,33.9,16.7,3.27,9.6,19.9,13.93,0.0,0.0,0,0,Orgânico,Cartão de crédito,6,Concluída,7,202,PE,Olinda
MLB2026-002998,2026-07-27,CAP-IP12-PLU,Capinha iPhone 12 Pelúcia,Pelúcia,Amarelo,1,33.9,33.9,12.46,21.44,63.2,0.0,0.0,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,7,201,SP,São Paulo
MLB2026-002999,2026-07-27,CAP-IP16-PLU,Capa iPhone 16 Pelúcia Colorida,Pelúcia,Verde,1,41.9,41.9,18.33,9.64,23.0,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,21,30,SP,Campinas
MLB2026-003000,2026-07-27,CAP-GA56-CRI,Capa Galaxy A56 Cristal Espelhada,Cristal,Prata,1,34.9,34.9,14.99,8.03,23.0,12.9,9.03,0.0,2.85,665,15,Anúncios,Pix,,Concluída,22,54,MG,Contagem
MLB2026-003001,2026-07-27,CAP-IP13-MAG,Capa iPhone 13 Silicone MagSafe,MagSafe,Branco,1,44.9,44.9,22.18,22.72,50.6,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Enviada,44,0,SP,São Paulo
MLB2026-003002,2026-07-27,CAP-IP15-AGU,Capa iPhone 15 À Prova d'Água,À Prova d'Água,Preto,1,57.9,57.9,22.94,30.67,53.0,0.0,0.0,0.0,4.29,852,4,Anúncios,Pix,,Pendente,3,69,SP,São Paulo
MLB2026-003003,2026-07-28,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,9.33,13.49,54.2,0.0,0.0,0.0,2.08,3401,52,Anúncios,Pix,,Concluída,97,0,MG,Uberlândia
MLB2026-003004,2026-07-28,CAP-IP15-CRI,Capa iPhone 15 Acrílico Cristal Transparente,Cristal,Transparente,1,29.9,29.9,13.08,16.82,56.3,0.0,0.0,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,59,0,SP,São Paulo
MLB2026-003005,2026-07-28,CAP-IP15-CRI,Capa iPhone 15 Acrílico Cristal Transparente,Cristal,Transparente,1,29.9,29.9,12.49,3.48,11.6,19.9,13.93,0.0,0.0,0,0,Orgânico,Cartão de débito,,Concluída,59,0,MA,São Luís
MLB2026-003006,2026-07-28,CAP-IP13-SIL,Capa iPhone 13 Silicone Colorida,Silicone,Rosa,1,21.9,21.9,10.05,-2.8,-12.8,19.9,13.93,0.72,0.0,0,0,Orgânico,Cartão de crédito,3,Concluída,47,131,SC,Joinville
MLB2026-003007,2026-07-28,CAP-GS25-COU,Capa Galaxy S25 Ultra Couro Premium,Couro,Marrom,1,69.9,69.9,31.93,34.23,49.0,0.0,0.0,0.0,3.74,2362,15,Anúncios,Boleto,,Concluída,34,108,RS,Porto Alegre
MLB2026-003008,2026-07-28,CAP-GS25-COU,Capa Galaxy S25 Ultra Couro Premium,Couro,Marrom,3,69.9,209.7,78.51,131.19,62.6,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,34,105,MG,Belo Horizonte
MLB2026-003009,2026-07-28,CAP-GS25-COU,Capa Galaxy S25 Ultra Couro Premium,Couro,Marrom,1,69.9,69.9,33.49,36.41,52.1,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,34,104,AM,Manaus
MLB2026-003010,2026-07-28,CAP-GS24-SIL,Capa Galaxy S24 Silicone com Anel,Silicone,Azul,1,29.9,29.9,12.9,5.75,19.2,12.9,9.03,0.0,2.22,2874,73,Anúncios,Pix,,Concluída,9,58,RJ,Duque de Caxias
MLB2026-003011,2026-07-28,CAP-R12-SIL,Capa realme 12 Silicone Fosca,Silicone,Branco,1,20.9,20.9,7.57,4.3,20.6,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,62,80,PR,Cascavel
MLB2026-003012,2026-07-28,CAP-R12-SIL,Capa realme 12 Silicone Fosca,Silicone,Branco,1,20.9,20.9,7.8,4.07,19.5,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,62,79,SP,São Paulo
MLB2026-003013,2026-07-28,CAP-MG84-SUP,Capa Moto G84 com Suporte,Com Suporte,Preto,1,29.9,29.9,11.27,14.77,49.4,0.0,0.0,0.0,3.86,2379,34,Anúncios,Pix,,Concluída,12,136,RJ,Niterói
MLB2026-003014,2026-07-28,CAP-MG84-SUP,Capa Moto G84 com Suporte,Com Suporte,Preto,1,29.9,29.9,10.87,10.0,33.4,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,12,135,CE,Sobral
MLB2026-003015,2026-07-28,CAP-MG85-TPU,Capa Moto G85 TPU Cinza,TPU,Cinza,1,16.9,16.9,7.01,-4.04,-23.9,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,13,0,SP,Campinas
MLB2026-003016,2026-07-28,CAP-IP15-AGU,Capa iPhone 15 À Prova d'Água,À Prova d'Água,Preto,1,57.9,57.9,22.23,35.67,61.6,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,4,68,MG,Contagem
MLB2026-003017,2026-07-29,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,11.35,10.42,41.8,0.0,0.0,0.0,3.13,2014,19,Anúncios,Cartão de crédito,3,Concluída,40,0,MG,Uberlândia
MLB2026-003018,2026-07-29,CAP-IP11-SIL,Capinha iPhone 11 Silicone Antichoque,Silicone,Preto,1,15.9,15.9,7.12,5.37,33.8,0.0,0.0,0.0,3.41,1684,12,Anúncios,Cartão de crédito,12,Concluída,45,0,RS,Caxias do Sul
MLB2026-003019,2026-07-29,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,2,22.9,45.8,21.72,24.08,52.6,0.0,0.0,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,228,5,SP,Campinas
MLB2026-003020,2026-07-29,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,1,26.9,26.9,11.92,14.98,55.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,9,26,CE,Juazeiro do Norte
MLB2026-003021,2026-07-29,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,1,26.9,26.9,13.38,12.46,46.3,0.0,0.0,0.0,1.06,1699,37,Anúncios,Cartão de crédito,9,Pendente,9,25,MG,Contagem
MLB2026-003022,2026-07-29,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,1,26.9,26.9,11.65,11.72,43.6,0.0,0.0,0.0,3.53,463,6,Anúncios,Pix,,Cancelada,9,24,PA,Belém
MLB2026-003023,2026-07-29,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,8.6,-3.63,-19.2,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,38,41,SP,Osasco
MLB2026-003024,2026-07-29,CAP-RN13-TPU,Capa Redmi Note 13 TPU Cristal,TPU,Transparente,1,14.9,14.9,5.53,-2.6,-17.4,12.9,9.03,0.0,2.94,2597,21,Anúncios,Cartão de débito,,Concluída,35,149,SP,Osasco
MLB2026-003025,2026-07-29,CAP-RN13-TPU,Capa Redmi Note 13 TPU Cristal,TPU,Transparente,1,14.9,14.9,6.86,-4.44,-29.8,12.9,9.03,3.45,0.0,0,0,Orgânico,Cartão de crédito,3,Concluída,35,148,SP,São Bernardo do Campo
MLB2026-003026,2026-07-29,CAP-MG85-SIL,Capa Moto G85 Silicone Azul,Silicone,Azul,2,19.9,39.8,16.0,7.43,18.7,19.9,13.93,0.0,2.44,888,12,Anúncios,Pix,,Concluída,16,128,GO,Goiânia
MLB2026-003027,2026-07-29,CAP-IP15-PLU,Capa iPhone 15 Pelúcia Colorida,Pelúcia,Rosa,1,39.9,39.9,17.03,8.94,22.4,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,48,96,PR,Curitiba
MLB2026-003028,2026-07-29,CAP-RN14-AGU,Capa Redmi Note 14 À Prova d'Água,À Prova d'Água,Azul,1,54.9,54.9,24.86,29.11,53.0,0.0,0.0,0.0,0.93,928,27,Anúncios,Pix,,Concluída,5,23,GO,Anápolis
MLB2026-003029,2026-07-29,CAP-RN14-AGU,Capa Redmi Note 14 À Prova d'Água,À Prova d'Água,Azul,1,54.9,54.9,26.46,28.44,51.8,0.0,0.0,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,5,22,SC,Joinville
MLB2026-003030,2026-07-29,CAP-RN14-AGU,Capa Redmi Note 14 À Prova d'Água,À Prova d'Água,Azul,1,54.9,54.9,24.43,25.64,46.7,0.0,0.0,3.52,1.31,2757,13,Anúncios,Pix,,Concluída,5,21,PR,Curitiba
MLB2026-003031,2026-07-29,CAP-GS24-COU,Capa Galaxy S24 Couro Premium,Couro,Preto,1,64.9,64.9,27.38,35.03,54.0,0.0,0.0,0.0,2.49,2570,72,Anúncios,Cartão de crédito,12,Concluída,7,136,PE,Recife
MLB2026-003032,2026-07-29,CAP-GA54-SIL,Capa Galaxy A54 Silicone Vermelho,Silicone,Vermelho,1,18.9,18.9,9.18,-4.21,-22.3,19.9,13.93,0.0,0.0,0,0,Orgânico,Cartão de crédito,9,Concluída,53,120,SP,Osasco
MLB2026-003033,2026-07-30,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,9.02,-2.29,-9.2,19.9,13.93,0.0,4.24,448,2,Anúncios,Cartão de crédito,,Concluída,45,0,SC,Florianópolis
MLB2026-003034,2026-07-30,CAP-IP16-MAG,Capa iPhone 16 Silicone com MagSafe,MagSafe,Azul,1,49.9,49.9,24.54,25.36,50.8,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,12,Concluída,54,74,SP,Osasco
MLB2026-003035,2026-07-30,CAP-IP13-SIL,Capa iPhone 13 Silicone Colorida,Silicone,Rosa,1,21.9,21.9,8.83,-0.86,-3.9,19.9,13.93,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,95,130,SP,Guarulhos
MLB2026-003036,2026-07-30,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,2,26.9,53.8,21.64,14.93,27.8,19.9,13.93,0.0,3.3,3444,42,Anúncios,Cartão de crédito,9,Concluída,56,22,BA,Salvador
MLB2026-003037,2026-07-30,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,1,26.9,26.9,11.3,6.57,24.4,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Cancelada,56,21,MG,Belo Horizonte
MLB2026-003038,2026-07-30,CAP-GA56-MAG,Capa Galaxy A56 com MagSafe,MagSafe,Roxo,1,47.9,47.9,18.8,23.37,48.8,0.0,0.0,2.36,3.37,2389,29,Anúncios,Pix,,Concluída,59,24,PR,Curitiba
MLB2026-003039,2026-07-30,CAP-GS24-SIL,Capa Galaxy S24 Silicone com Anel,Silicone,Azul,2,29.9,59.8,29.3,30.5,51.0,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,12,Concluída,40,56,SP,São Bernardo do Campo
MLB2026-003040,2026-07-30,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,7.45,11.45,60.6,0.0,0.0,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,12,40,RJ,Niterói
MLB2026-003041,2026-07-30,CAP-MG84-TPU,Capa Moto G84 TPU Transparente,TPU,Transparente,1,15.9,15.9,5.75,-7.01,-44.1,19.9,13.93,0.0,3.23,2922,20,Anúncios,Pix,,Cancelada,47,85,PR,Londrina
MLB2026-003042,2026-07-30,CAP-MG84-TPU,Capa Moto G84 TPU Transparente,TPU,Transparente,1,15.9,15.9,6.08,-4.11,-25.8,19.9,13.93,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,47,84,RJ,Campos dos Goytacazes
MLB2026-003043,2026-07-30,CAP-IP15-PLU,Capa iPhone 15 Pelúcia Colorida,Pelúcia,Rosa,1,39.9,39.9,18.26,21.64,54.2,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de débito,,Concluída,8,95,CE,Fortaleza
MLB2026-003044,2026-07-30,CAP-IP16-CRI,Capa iPhone 16 Cristal Espelhada,Cristal,Prata,1,37.9,37.9,15.47,15.23,40.2,0.0,0.0,2.7,4.5,3262,17,Anúncios,Boleto,,Cancelada,24,78,RS,Porto Alegre
MLB2026-003045,2026-07-30,CAP-IP12-PLU,Capinha iPhone 12 Pelúcia,Pelúcia,Amarelo,1,33.9,33.9,14.59,10.28,30.3,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,18,200,CE,Sobral
MLB2026-003046,2026-07-30,CAP-IP13-MAG,Capa iPhone 13 Silicone MagSafe,MagSafe,Branco,1,44.9,44.9,17.03,24.0,53.5,0.0,0.0,0.0,3.87,2286,54,Anúncios,Cartão de débito,,Concluída,34,0,AM,Manaus
MLB2026-003047,2026-07-30,CAP-MG85-TPU,Capa Moto G85 TPU Cinza,TPU,Cinza,1,16.9,16.9,7.21,9.69,57.3,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,6,0,AM,Manaus
MLB2026-003048,2026-07-31,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,8.99,-0.13,-0.5,12.9,9.03,4.18,2.83,3462,95,Anúncios,Cartão de crédito,12,Enviada,109,0,MA,São Luís
MLB2026-003049,2026-07-31,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,12.27,9.66,38.8,0.0,0.0,2.97,0.0,0,0,Orgânico,Cartão de crédito,12,Concluída,109,0,PR,Londrina
MLB2026-003050,2026-07-31,CAP-IP13-SIL,Capa iPhone 13 Silicone Colorida,Silicone,Rosa,1,21.9,21.9,8.69,12.4,56.6,0.0,0.0,0.0,0.81,1203,30,Anúncios,Pix,,Concluída,31,129,SP,Guarulhos
MLB2026-003051,2026-07-31,CAP-IP12-TPU,Capa iPhone 12 TPU Transparente,TPU,Transparente,1,16.9,16.9,8.1,-5.13,-30.4,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,54,0,MG,Contagem
