id,platform,title,brand,model,material,color,condition,price_brl,original_price_brl,sales,rating,reviews,seller,seller_type,state,city,shipping_free,installments_count,interest_free,available_quantity,listed_date
TTS-0632,TikTok Shop,Case iPhone 13 Espelhada Silicone com MagSafe - Apple,Apple,iPhone 13,Silicone com MagSafe,Roxo,Novo,21.9,33.4,497,4.5,21,Ofertas Case BR,Vendedor,SP,Osasco,False,,,243,2025-12-14
TTS-0757,TikTok Shop,Case Moto G85 Fosca TPU com Cordão - Motorola,Motorola,Moto G85,TPU com Cordão,Cinza,Novo,14.9,,496,4.2,23,TopTrend Acessórios,Vendedor,SP,Osasco,False,,,223,2025-08-21
TTS-0974,TikTok Shop,Capinha realme C53 Silicone Ultra Fino Silicone,realme,realme C53,Silicone,Preto,Novo,9.9,17.2,492,4.4,13,TopTrend Acessórios,Top Seller,BA,Salvador,False,,,237,2026-02-06
TTS-0874,TikTok Shop,Capa Protetora Galaxy A35 Fofinha Ultra Fino Pelúcia - Samsung,Samsung,Galaxy A35,Pelúcia,Dourado,Novo,22.4,,484,4.9,3,PromoCase Brasil,Loja Oficial,PR,Curitiba,False,3,False,149,2025-08-08
TTS-0729,TikTok Shop,Case Moto Edge 50 Colorida Com Desenho Couro Sintético Verde - Motorola,Motorola,Moto Edge 50,Couro Sintético,Verde,Novo,41.8,63.7,480,4.4,9,Trendy Acessórios,Loja Oficial,PR,Maringá,False,3,False,2,2025-11-14
TTS-1013,TikTok Shop,Capinha realme 12 Transparente Silicone com MagSafe - realme,realme,realme 12,Silicone com MagSafe,Roxo,Novo,49.9,89.2,479,4.1,20,Flash Cases,Vendedor,RJ,Niterói,False,,,161,2025-09-11
TTS-0884,TikTok Shop,Case iPhone 13 Glitter TPU com Cordão Prata - Apple,Apple,iPhone 13,TPU com Cordão,Prata,Novo,24.9,30.0,464,3.8,9,Capinha da Moda,Vendedor,RS,Porto Alegre,False,,,98,2025-08-11
TTS-0786,TikTok Shop,Capinha Galaxy S25 Ultra Fosca Silicone Camuflado,Samsung,Galaxy S25 Ultra,Silicone,Camuflado,Novo,59.9,,447,4.4,6,PromoCase Brasil,Vendedor,MG,Contagem,False,,,70,2025-09-21
TTS-0904,TikTok Shop,Capa de Celular realme 11 Espelhada Antichoque Couro Sintético Preto - realme,realme,realme 11,Couro Sintético,Preto,Novo,32.3,52.5,437,5.0,3,Casa das Capinhas,Vendedor,PR,Curitiba,True,6,False,194,2026-02-21
TTS-0798,TikTok Shop,Case Moto G54 Glitter Texturizada Pelúcia - Motorola,Motorola,Moto G54,Pelúcia,Cinza,Novo,44.9,63.3,435,5.0,5,Viral Cases Shop,Vendedor,SC,Florianópolis,False,,,0,2025-10-09
TTS-0737,TikTok Shop,Capa Protetora Galaxy M35 Espelhada Pelúcia - Samsung,Samsung,Galaxy M35,Pelúcia,Roxo,Novo,29.5,,431,5.0,14,Casa das Capinhas,Vendedor,SP,Campinas,True,6,False,112,2026-06-22
TTS-1019,TikTok Shop,Capinha Galaxy S25 Ultra Camuflada Silicone com Anel Laranja - Samsung,Samsung,Galaxy S25 Ultra,Silicone com Anel,Laranja,Novo,26.9,41.3,428,4.3,3,Trendy Acessórios,Top Seller,RJ,Duque de Caxias,False,,,73,2026-06-09
TTS-0716,TikTok Shop,Capinha Galaxy A35 Anti-Risco Antichoque À Prova d'Água Laranja,Samsung,Galaxy A35,À Prova d'Água,Laranja,Novo,54.7,,420,3.9,16,Viral Cases Shop,Vendedor,MG,Juiz de Fora,False,3,True,265,2026-04-17
TTS-0661,TikTok Shop,Capa Protetora Galaxy S25 Ultra TPU TPU com Cordão,Samsung,Galaxy S25 Ultra,TPU com Cordão,Transparente,Novo,64.9,116.4,410,4.7,13,TopTrend Acessórios,Vendedor,SP,São Paulo,False,,,159,2025-08-09
TTS-0743,TikTok Shop,Capa Protetora Galaxy A56 Colorida Pelúcia - Samsung,Samsung,Galaxy A56,Pelúcia,Branco,Novo,25.8,,407,4.3,12,Viral Cases Shop,Vendedor,BA,Salvador,False,,,57,2025-11-02
TTS-0885,TikTok Shop,Capa de Celular Poco X6 Pro Transparente TPU Rosa - Xiaomi,Xiaomi,Poco X6 Pro,TPU,Rosa,Novo,13.4,23.7,407,4.4,3,Trendy Acessórios,Vendedor,PA,Belém,True,,,163,2025-12-21
TTS-0851,TikTok Shop,Capinha realme 12 Transparente Fosca Couro com MagSafe Dourado,realme,realme 12,Couro com MagSafe,Dourado,Novo,41.7,56.5,398,4.3,19,Viral Cases Shop,Vendedor,GO,Anápolis,False,,,75,2025-11-13
TTS-0795,TikTok Shop,Capinha iPhone 15 Antichoque Transparente Policarbonato - Apple,Apple,iPhone 15,Policarbonato,Vermelho,Novo,16.9,,343,5.0,12,TopTrend Acessórios,Vendedor,RS,Canoas,False,,,85,2026-05-08
TTS-0643,TikTok Shop,Case Galaxy A35 Transparente Premium Couro Sintético - Samsung,Samsung,Galaxy A35,Couro Sintético,Verde,Novo,59.9,,339,4.5,4,TopTrend Acessórios,Vendedor,RJ,Duque de Caxias,False,3,False,26,2025-12-09
TTS-0939,TikTok Shop,Case Moto Edge 50 Capa Dura Glitter Policarbonato - Motorola,Motorola,Moto Edge 50,Policarbonato,Laranja,Novo,16.9,28.1,335,4.5,4,Viral Cases Shop,Vendedor,SC,Florianópolis,True,6,True,225,2025-12-15
TTS-1022,TikTok Shop,Capinha iPhone 16 Pro Max Geométrica Silicone Branco - Apple,Apple,iPhone 16 Pro Max,Silicone,Branco,Novo,14.8,18.1,334,3.9,13,Viral Cases Shop,Vendedor,BA,Feira de Santana,False,,,31,2025-11-12
TTS-0860,TikTok Shop,Case Moto G54 Fosca Antichoque Policarbonato - Motorola,Motorola,Moto G54,Policarbonato,Laranja,Novo,37.9,,333,4.1,7,Ofertas Case BR,Vendedor,CE,Fortaleza,False,3,True,254,2025-12-12
TTS-0739,TikTok Shop,Case realme 12 Floral Texturizada Couro Sintético,realme,realme 12,Couro Sintético,Branco,Novo,30.7,,324,4.2,7,Ofertas Case BR,Vendedor,RJ,Niterói,True,,,292,2025-08-04
TTS-0621,TikTok Shop,Capa Protetora Moto G24 Colorida Couro com MagSafe Prata,Motorola,Moto G24,Couro com MagSafe,Prata,Novo,44.9,68.3,317,4.1,4,Capinha da Moda,Loja Oficial,RJ,Campos dos Goytacazes,True,6,False,51,2026-06-24
TTS-0829,TikTok Shop,Capa de Celular Redmi 13C Ultra Fino Capa com Suporte - Xiaomi,Xiaomi,Redmi 13C,Capa com Suporte,Cinza,Novo,25.8,38.1,291,3.9,12,Ofertas Case BR,Vendedor,SP,Guarulhos,False,,,25,2026-07-02
TTS-1015,TikTok Shop,Capa Protetora Redmi Note 14 Floral Texturizada Policarbonato - Xiaomi,Xiaomi,Redmi Note 14,Policarbonato,Marrom,Novo,22.8,40.7,282,4.2,2,Case Lovers BR,Vendedor,DF,Ceilândia,False,3,False,169,2026-08-16
TTS-0659,TikTok Shop,Capa Protetora Xiaomi 14 Lisa Geométrica Capa com Suporte,Xiaomi,Xiaomi 14,Capa com Suporte,Marrom,Novo,24.9,40.9,273,3.9,11,Capinha da Moda,Loja Oficial,GO,Aparecida de Goiânia,True,,,256,2025-07-27
TTS-0802,TikTok Shop,Case iPhone 16 Pro Max Colorida Colorida TPU com Cordão Marrom - Apple,Apple,iPhone 16 Pro Max,TPU com Cordão,Marrom,Novo,12.4,20.1,273,3.9,4,Casa das Capinhas,Top Seller,SC,Chapecó,False,,,266,2025-12-23
TTS-1021,TikTok Shop,Capa de Celular Redmi Note 13 Anti-Risco TPU - Xiaomi,Xiaomi,Redmi Note 13,TPU,Rosa,Novo,7.9,,248,3.5,5,Case Lovers BR,Vendedor,GO,Aparecida de Goiânia,False,,,214,2026-03-16
TTS-0878,TikTok Shop,Capinha Poco X6 Pro Com Desenho Texturizada Couro Sintético - Xiaomi,Xiaomi,Poco X6 Pro,Couro Sintético,Roxo,Novo,40.3,51.6,244,4.5,1,Capinha da Moda,Vendedor,PR,Londrina,False,,,34,2026-03-15
TTS-0715,TikTok Shop,Capa Protetora Moto G54 Couro Premium Couro com MagSafe Transparente - Motorola,Motorola,Moto G54,Couro com MagSafe,Transparente,Novo,37.9,62.4,243,4.3,4,Flash Cases,Top Seller,SP,Osasco,True,6,False,183,2026-05-18
TTS-0934,TikTok Shop,Capa de Celular Redmi Note 14 Ultra Fino Glitter Silicone com Anel - Xiaomi,Xiaomi,Redmi Note 14,Silicone com Anel,Verde,Novo,17.9,,241,4.1,10,Capinha da Moda,Top Seller,PE,Petrolina,True,6,False,111,2026-05-30
TTS-1032,TikTok Shop,Capa Protetora Redmi Note 14 Camuflada Silicone com Anel Dourado - Xiaomi,Xiaomi,Redmi Note 14,Silicone com Anel,Dourado,Novo,24.9,37.0,241,4.7,5,Case Lovers BR,Vendedor,CE,Fortaleza,False,,,0,2025-10-22
TTS-0879,TikTok Shop,Capinha realme 11 Com Desenho Lisa Couro com MagSafe Amarelo,realme,realme 11,Couro com MagSafe,Amarelo,Novo,67.5,,232,4.2,5,Case Lovers BR,Vendedor,SP,Guarulhos,True,,,42,2026-03-07
TTS-0948,TikTok Shop,Capinha iPhone 15 TPU Texturizada TPU com Cordão - Apple,Apple,iPhone 15,TPU com Cordão,Amarelo,Novo,16.1,,228,4.6,10,Capinha da Moda,Vendedor,ES,Vitória,False,,,89,2025-08-05
TTS-1033,TikTok Shop,Capa de Celular Moto G84 Ultra Fino À Prova d'Água,Motorola,Moto G84,À Prova d'Água,Branco,Novo,59.5,75.9,227,4.2,3,Trendy Acessórios,Top Seller,MA,São Luís,False,,,266,2026-02-07
TTS-0749,TikTok Shop,Case realme Note 50 Antichoque Texturizada Pelúcia - realme,realme,realme Note 50,Pelúcia,Transparente,Novo,29.9,,226,4.6,3,Trendy Acessórios,Vendedor,MG,Contagem,False,6,True,138,2026-02-11
TTS-0799,TikTok Shop,Capinha Galaxy S25 Floral Lisa TPU com Cordão Marrom - Samsung,Samsung,Galaxy S25,TPU com Cordão,Marrom,Novo,11.2,15.5,224,4.2,3,Viral Cases Shop,Vendedor,PR,Cascavel,True,3,False,50,2025-11-22
TTS-0913,TikTok Shop,Capinha Xiaomi 14 Com Desenho Fosca TPU Roxo,Xiaomi,Xiaomi 14,TPU,Roxo,Novo,7.7,9.5,222,3.6,8,Viral Cases Shop,Top Seller,SP,São Paulo,False,,,77,2026-01-05
TTS-0867,TikTok Shop,Capinha realme C53 Texturizada Couro com MagSafe,realme,realme C53,Couro com MagSafe,Transparente,Novo,44.1,79.0,221,3.7,6,Trendy Acessórios,Vendedor,SP,Osasco,False,,,249,2026-05-02
TTS-0863,TikTok Shop,Capinha Redmi 13C Espelhada Capa com Suporte Branco - Xiaomi,Xiaomi,Redmi 13C,Capa com Suporte,Branco,Novo,29.9,44.4,218,4.1,2,Loja da Capinha,Vendedor,GO,Aparecida de Goiânia,False,6,False,202,2026-06-06
TTS-0763,TikTok Shop,Case Moto Edge 50 Espelhada Ultra Fino Silicone Azul,Motorola,Moto Edge 50,Silicone,Azul,Novo,11.9,,217,3.4,9,Loja da Capinha,Vendedor,RJ,Duque de Caxias,True,6,True,252,2025-11-28
TTS-1028,TikTok Shop,Case iPhone 15 Transparente Texturizada Couro Sintético,Apple,iPhone 15,Couro Sintético,Transparente,Novo,25.4,36.9,217,5.0,6,TopTrend Acessórios,Top Seller,RJ,Rio de Janeiro,False,,,205,2026-04-18
TTS-0856,TikTok Shop,Capa Protetora Moto G54 Glitter Transparente À Prova d'Água - Motorola,Motorola,Moto G54,À Prova d'Água,Prata,Novo,57.5,91.8,210,4.8,4,Capinha da Moda,Vendedor,MG,Uberlândia,False,3,False,117,2025-08-17
TTS-0692,TikTok Shop,Capinha Poco X6 Anti-Risco TPU com Cordão Dourado - Xiaomi,Xiaomi,Poco X6,TPU com Cordão,Dourado,Novo,12.7,,207,3.6,8,Ofertas Case BR,Vendedor,SP,Osasco,False,,,8,2025-11-18
TTS-0920,TikTok Shop,Case realme 11 Espelhada Silicone com MagSafe,realme,realme 11,Silicone com MagSafe,Verde,Novo,69.9,89.7,205,3.9,1,Capinha da Moda,Vendedor,PR,Curitiba,False,6,False,269,2025-10-27
TTS-0935,TikTok Shop,Case Moto G85 Transparente Com Suporte Capa com Suporte - Motorola,Motorola,Moto G85,Capa com Suporte,Cinza,Novo,23.8,40.2,204,4.0,5,Trendy Acessórios,Top Seller,RJ,Duque de Caxias,False,,,81,2026-05-29
TTS-0912,TikTok Shop,Capinha iPhone 15 Glitter Floral Couro com MagSafe - Apple,Apple,iPhone 15,Couro com MagSafe,Amarelo,Novo,69.0,105.3,201,4.5,4,Flash Cases,Vendedor,RS,Porto Alegre,False,,,101,2025-09-21
TTS-0984,TikTok Shop,Capa de Celular Redmi 13C Floral Acrílico Cristal - Xiaomi,Xiaomi,Redmi 13C,Acrílico Cristal,Laranja,Novo,25.1,43.6,201,4.1,1,Trendy Acessórios,Vendedor,AM,Manaus,False,6,False,14,2026-02-15
TTS-0983,TikTok Shop,Capa Protetora realme Note 50 Glitter Silicone com MagSafe - realme,realme,realme Note 50,Silicone com MagSafe,Rosa,Novo,64.9,,200,5.0,4,Viral Cases Shop,Vendedor,GO,Aparecida de Goiânia,False,3,False,25,2026-06-16
TTS-0683,TikTok Shop,Capa Protetora Galaxy A35 Ultra Fino Silicone com MagSafe Laranja - Samsung,Samsung,Galaxy A35,Silicone com MagSafe,Laranja,Novo,41.3,73.0,196,4.0,2,Case Lovers BR,Vendedor,PE,Olinda,True,6,False,17,2026-04-27
TTS-0630,TikTok Shop,Capa Protetora Moto G24 Com Desenho Transparente À Prova d'Água - Motorola,Motorola,Moto G24,À Prova d'Água,Amarelo,Novo,27.9,50.2,195,3.9,2,Case Lovers BR,Vendedor,SP,Campinas,False,3,True,9,2026-06-30
TTS-0724,TikTok Shop,Capa de Celular realme Note 50 Glitter Anti-Risco À Prova d'Água - realme,realme,realme Note 50,À Prova d'Água,Laranja,Novo,22.9,,185,5.0,8,PromoCase Brasil,Top Seller,MG,Juiz de Fora,True,,,162,2026-06-20
TTS-0789,TikTok Shop,Capinha realme 11 Colorida À Prova d'Água Prata - realme,realme,realme 11,À Prova d'Água,Prata,Novo,59.8,76.7,184,3.8,9,Loja da Capinha,Vendedor,SP,Guarulhos,True,3,True,4,2025-10-31
TTS-0665,TikTok Shop,Capa Protetora Galaxy S24 Pelúcia Com Desenho Pelúcia - Samsung,Samsung,Galaxy S24,Pelúcia,Cinza,Novo,26.9,40.7,183,4.9,2,Loja da Capinha,Vendedor,SP,Osasco,False,6,False,53,2026-01-02
TTS-0963,TikTok Shop,Capa de Celular Moto G85 Espelhada Silicone Silicone Laranja - Motorola,Motorola,Moto G85,Silicone,Laranja,Novo,27.9,,179,4.4,5,Loja da Capinha,Vendedor,RJ,Niterói,True,,,7,2025-08-13
TTS-0869,TikTok Shop,Capa Protetora iPhone 11 Colorida Camuflada À Prova d'Água,Apple,iPhone 11,À Prova d'Água,Verde,Novo,38.8,,174,4.2,6,TopTrend Acessórios,Vendedor,SP,Campinas,True,6,False,0,2026-02-09
TTS-0803,TikTok Shop,Capinha iPhone 14 Anti-Risco Floral Silicone Prata - Apple,Apple,iPhone 14,Silicone,Prata,Novo,14.2,21.3,172,4.3,3,Trendy Acessórios,Loja Oficial,BA,Feira de Santana,False,3,False,25,2026-05-10
TTS-0759,TikTok Shop,Capinha Moto G54 Com Desenho À Prova d'Água Preto,Motorola,Moto G54,À Prova d'Água,Preto,Novo,35.3,49.7,170,4.0,7,Trendy Acessórios,Vendedor,ES,Vila Velha,False,,,69,2025-10-22
TTS-0832,TikTok Shop,Capa de Celular Redmi Note 13 Policarbonato Capa com Suporte,Xiaomi,Redmi Note 13,Capa com Suporte,Dourado,Novo,29.7,38.3,170,4.7,5,Flash Cases,Top Seller,CE,Juazeiro do Norte,False,3,False,184,2025-10-24
TTS-0767,TikTok Shop,Capa de Celular Galaxy A56 Transparente Antichoque Silicone Marrom,Samsung,Galaxy A56,Silicone,Marrom,Novo,12.9,18.7,168,4.7,7,Viral Cases Shop,Vendedor,RJ,Rio de Janeiro,False,,,245,2026-01-29
TTS-0827,TikTok Shop,Capa Protetora Poco X6 Lisa Fosca Couro Sintético Dourado - Xiaomi,Xiaomi,Poco X6,Couro Sintético,Dourado,Novo,28.8,,166,4.0,5,Ofertas Case BR,Top Seller,GO,Aparecida de Goiânia,False,,,67,2025-08-06
TTS-0899,TikTok Shop,Capa de Celular iPhone 15 Glitter Espelhada Capa com Suporte Roxo - Apple,Apple,iPhone 15,Capa com Suporte,Roxo,Novo,39.9,,162,3.9,4,Capinha da Moda,Vendedor,PR,Cascavel,False,3,True,296,2026-02-09
TTS-0690,TikTok Shop,Case Moto G85 Magnética Couro com MagSafe,Motorola,Moto G85,Couro com MagSafe,Rosa,Novo,41.8,54.1,161,3.5,2,TopTrend Acessórios,Top Seller,PR,Cascavel,False,6,False,271,2026-02-21
TTS-0666,TikTok Shop,Capinha Galaxy A56 Silicone Texturizada Silicone,Samsung,Galaxy A56,Silicone,Verde,Novo,16.6,25.0,160,4.0,7,Casa das Capinhas,Top Seller,RJ,Niterói,False,,,74,2025-07-16
TTS-0673,TikTok Shop,Capa Protetora Redmi Note 12 Colorida Com Desenho Pelúcia,Xiaomi,Redmi Note 12,Pelúcia,Marrom,Novo,24.2,,156,4.4,6,TopTrend Acessórios,Vendedor,SP,Guarulhos,False,,,30,2025-10-15
TTS-0676,TikTok Shop,Capa Protetora Moto G84 Floral Policarbonato,Motorola,Moto G84,Policarbonato,Branco,Novo,27.9,,153,4.3,3,PromoCase Brasil,Top Seller,PE,Petrolina,True,3,True,279,2026-07-21
TTS-0894,TikTok Shop,Capa de Celular Galaxy M15 Antichoque Espelhada TPU Verde - Samsung,Samsung,Galaxy M15,TPU,Verde,Novo,64.9,,151,4.3,6,Viral Cases Shop,Vendedor,SC,Florianópolis,True,,,36,2025-10-21
TTS-0623,TikTok Shop,Capa Protetora Redmi Note 13 Camuflada Com Desenho Capa com Suporte Laranja - Xiaomi,Xiaomi,Redmi Note 13,Capa com Suporte,Laranja,Novo,33.9,,149,4.8,6,Casa das Capinhas,Top Seller,SP,São Bernardo do Campo,True,3,False,135,2025-09-19
TTS-0862,TikTok Shop,Case iPhone 14 Anti-Risco Texturizada Silicone com MagSafe - Apple,Apple,iPhone 14,Silicone com MagSafe,Rosa,Novo,69.9,,149,4.8,1,Capinha da Moda,Top Seller,RJ,Rio de Janeiro,True,,,62,2026-07-04
TTS-0888,TikTok Shop,Capa de Celular Moto G54 Texturizada Couro com MagSafe Rosa - Motorola,Motorola,Moto G54,Couro com MagSafe,Rosa,Novo,54.9,86.9,147,4.4,6,PromoCase Brasil,Vendedor,SP,São Bernardo do Campo,True,,,32,2025-11-22
TTS-0896,TikTok Shop,Case realme 11 Texturizada Lisa TPU com Cordão Amarelo,realme,realme 11,TPU com Cordão,Amarelo,Novo,17.9,,145,4.6,2,Loja da Capinha,Vendedor,BA,Feira de Santana,False,,,39,2025-12-03
TTS-0845,TikTok Shop,Capa Protetora realme C53 Com Desenho Geométrica Silicone Vermelho - realme,realme,realme C53,Silicone,Vermelho,Novo,79.9,,142,4.1,2,TopTrend Acessórios,Loja Oficial,SP,São Paulo,True,,,138,2026-03-05
TTS-1034,TikTok Shop,Case iPhone 15 Lisa Policarbonato Capa com Suporte - Apple,Apple,iPhone 15,Capa com Suporte,Vermelho,Novo,25.0,33.5,142,4.8,1,TopTrend Acessórios,Vendedor,PE,Petrolina,False,,,181,2025-10-24
TTS-0730,TikTok Shop,Capinha Galaxy M35 Ultra Fino Antichoque Capa com Suporte Camuflado,Samsung,Galaxy M35,Capa com Suporte,Camuflado,Novo,16.9,,140,4.0,5,Ofertas Case BR,Top Seller,MA,São Luís,True,,,107,2025-10-23
TTS-0849,TikTok Shop,Capa Protetora Galaxy S25 Ultra Lisa TPU com Cordão Camuflado - Samsung,Samsung,Galaxy S25 Ultra,TPU com Cordão,Camuflado,Novo,26.9,37.6,137,4.4,6,TopTrend Acessórios,Top Seller,SP,São Bernardo do Campo,False,,,208,2026-04-20
TTS-0917,TikTok Shop,Capa Protetora iPhone 16 Espelhada Fosca Pelúcia Prata - Apple,Apple,iPhone 16,Pelúcia,Prata,Novo,22.4,,134,4.5,3,Loja da Capinha,Top Seller,RS,Caxias do Sul,False,3,False,108,2025-08-02
TTS-0810,TikTok Shop,Capinha Galaxy A55 Ultra Fino Capa com Suporte Rosa - Samsung,Samsung,Galaxy A55,Capa com Suporte,Rosa,Novo,32.1,,131,4.6,6,Flash Cases,Vendedor,SC,Florianópolis,True,3,True,86,2026-05-27
TTS-1027,TikTok Shop,Capinha Moto Edge 50 Colorida TPU,Motorola,Moto Edge 50,TPU,Azul,Novo,8.3,,127,4.4,3,Flash Cases,Vendedor,MG,Contagem,True,3,False,224,2025-07-19
TTS-1029,TikTok Shop,Capa de Celular Galaxy A16 Antichoque Com Suporte Capa com Suporte Marrom - Samsung,Samsung,Galaxy A16,Capa com Suporte,Marrom,Novo,69.9,,127,4.4,3,Flash Cases,Vendedor,MA,Imperatriz,False,6,False,285,2025-07-30
TTS-0635,TikTok Shop,Capa de Celular Galaxy S23 Anti-Risco À Prova d'Água - Samsung,Samsung,Galaxy S23,À Prova d'Água,Azul,Novo,46.5,78.2,124,4.0,1,Viral Cases Shop,Vendedor,SP,Osasco,True,6,False,105,2025-11-15
TTS-0674,TikTok Shop,Capinha Galaxy S25 Ultra Transparente Antichoque Pelúcia - Samsung,Samsung,Galaxy S25 Ultra,Pelúcia,Camuflado,Novo,39.9,,124,4.5,1,Loja da Capinha,Top Seller,SP,Campinas,False,6,True,231,2026-02-13
TTS-0723,TikTok Shop,Capa Protetora Redmi Note 12 Ultra Fino Acrílico Cristal Prata - Xiaomi,Xiaomi,Redmi Note 12,Acrílico Cristal,Prata,Novo,15.9,20.1,124,3.6,4,Casa das Capinhas,Vendedor,SP,Osasco,True,3,True,122,2026-02-13
TTS-0762,TikTok Shop,Capinha Moto G85 Geométrica Couro Premium Couro com MagSafe Rosa - Motorola,Motorola,Moto G85,Couro com MagSafe,Rosa,Novo,47.6,74.4,124,4.8,4,Flash Cases,Vendedor,PR,Maringá,False,6,True,270,2026-02-21
TTS-0745,TikTok Shop,Capinha Galaxy S25 Ultra Espelhada Silicone Prata - Samsung,Samsung,Galaxy S25 Ultra,Silicone,Prata,Novo,12.9,,122,3.9,2,Trendy Acessórios,Vendedor,PR,Curitiba,True,,,97,2025-11-14
TTS-1003,TikTok Shop,Capa Protetora Moto G85 Ultra Fino Colorida Acrílico Cristal Laranja - Motorola,Motorola,Moto G85,Acrílico Cristal,Laranja,Novo,25.1,38.9,121,4.4,4,TopTrend Acessórios,Top Seller,SP,Osasco,False,,,19,2026-01-28
TTS-0685,TikTok Shop,Capa de Celular Moto G84 Lisa Transparente Capa com Suporte - Motorola,Motorola,Moto G84,Capa com Suporte,Dourado,Novo,27.9,46.0,111,4.6,3,PromoCase Brasil,Vendedor,RJ,Niterói,True,3,True,206,2026-02-20
TTS-0681,TikTok Shop,Capinha realme Note 50 Transparente Espelhada TPU com Cordão Cinza - realme,realme,realme Note 50,TPU com Cordão,Cinza,Novo,16.6,25.5,109,5.0,1,TopTrend Acessórios,Loja Oficial,ES,Vitória,False,3,False,101,2026-07-10
TTS-0807,TikTok Shop,Case Redmi Note 12 Magnética Couro com MagSafe - Xiaomi,Xiaomi,Redmi Note 12,Couro com MagSafe,Branco,Novo,26.9,32.4,109,3.4,3,Casa das Capinhas,Vendedor,SP,Osasco,False,,,110,2025-12-24
TTS-0859,TikTok Shop,Capa Protetora iPhone 16 Silicone Silicone com Anel Branco - Apple,Apple,iPhone 16,Silicone com Anel,Branco,Novo,49.9,,109,4.3,2,Trendy Acessórios,Vendedor,PE,Petrolina,True,,,277,2026-01-23
TTS-0636,TikTok Shop,Capinha realme 12 Transparente Policarbonato Preto - realme,realme,realme 12,Policarbonato,Preto,Novo,20.8,31.6,100,4.1,3,Casa das Capinhas,Vendedor,CE,Juazeiro do Norte,False,,,186,2025-12-31
TTS-0837,TikTok Shop,Capa de Celular iPhone 13 Com Anel Espelhada Silicone com Anel - Apple,Apple,iPhone 13,Silicone com Anel,Marrom,Novo,17.6,24.7,100,3.7,3,Casa das Capinhas,Top Seller,RJ,Niterói,False,,,229,2025-11-24
TTS-0778,TikTok Shop,Capa Protetora realme 11 Texturizada TPU com Cordão Roxo - realme,realme,realme 11,TPU com Cordão,Roxo,Novo,18.1,32.4,99,4.1,3,Loja da Capinha,Loja Oficial,MG,Uberlândia,False,6,True,0,2026-06-28
TTS-0853,TikTok Shop,Case Galaxy M35 Espelhada Silicone,Samsung,Galaxy M35,Silicone,Prata,Novo,89.9,110.2,99,4.6,3,TopTrend Acessórios,Top Seller,SP,Campinas,False,3,True,31,2026-01-30
TTS-0938,TikTok Shop,Capa de Celular Galaxy A15 Fosca Glitter Silicone com Anel - Samsung,Samsung,Galaxy A15,Silicone com Anel,Vermelho,Novo,20.3,,99,4.5,1,Trendy Acessórios,Vendedor,CE,Fortaleza,False,3,False,140,2025-11-12
TTS-0981,TikTok Shop,Capa de Celular iPhone 13 Com Desenho Silicone Silicone com Anel - Apple,Apple,iPhone 13,Silicone com Anel,Verde,Novo,26.4,33.5,98,4.4,0,Ofertas Case BR,Vendedor,BA,Vitória da Conquista,False,6,True,143,2025-11-04
TTS-0850,TikTok Shop,Capa de Celular iPhone 15 Antichoque Anti-Risco Couro Sintético - Apple,Apple,iPhone 15,Couro Sintético,Roxo,Novo,26.6,,97,4.8,2,Flash Cases,Top Seller,PR,Cascavel,True,3,False,169,2025-12-04
TTS-0704,TikTok Shop,Capa de Celular realme Note 50 Com Desenho Acrílico Cristal,realme,realme Note 50,Acrílico Cristal,Cinza,Novo,22.4,,96,4.5,4,Ofertas Case BR,Vendedor,PR,Cascavel,True,,,226,2026-04-13
TTS-0791,TikTok Shop,Capa de Celular Xiaomi 14 Texturizada Couro Sintético Marrom - Xiaomi,Xiaomi,Xiaomi 14,Couro Sintético,Marrom,Novo,31.7,,95,4.1,2,TopTrend Acessórios,Top Seller,SP,Campinas,False,,,68,2026-01-11
TTS-0672,TikTok Shop,Capa de Celular Galaxy S24 Com Desenho TPU com Cordão - Samsung,Samsung,Galaxy S24,TPU com Cordão,Prata,Novo,15.1,22.1,88,3.8,0,PromoCase Brasil,Loja Oficial,DF,Ceilândia,False,3,True,91,2026-04-16
TTS-0765,TikTok Shop,Capa de Celular Moto G84 Com Suporte Capa com Suporte Cinza - Motorola,Motorola,Moto G84,Capa com Suporte,Cinza,Novo,9.9,15.7,87,4.4,2,Case Lovers BR,Vendedor,SP,Campinas,False,6,True,243,2025-10-28
TTS-0998,TikTok Shop,Capa de Celular Moto G85 Colorida Floral À Prova d'Água Rosa - Motorola,Motorola,Moto G85,À Prova d'Água,Rosa,Novo,69.9,101.4,85,4.7,3,Casa das Capinhas,Top Seller,SP,Guarulhos,False,6,True,279,2026-06-13
TTS-0887,TikTok Shop,Capa de Celular Redmi Note 12 Ultra Fino À Prova d'Água,Xiaomi,Redmi Note 12,À Prova d'Água,Transparente,Novo,48.8,85.0,84,4.3,2,TopTrend Acessórios,Vendedor,PA,Belém,False,,,129,2026-08-02
TTS-0688,TikTok Shop,Capinha iPhone 13 Couro Couro Sintético Amarelo - Apple,Apple,iPhone 13,Couro Sintético,Amarelo,Novo,35.4,60.4,83,4.1,2,Ofertas Case BR,Vendedor,MG,Belo Horizonte,False,3,False,60,2025-10-15
